Issue key,Issue id,Summary,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Status
PP-6413,882295,Check how to secure local storage ,RITM / INC Release Sprint 10,,,,,3,Closed
PP-6421,882440,POC - Update dot-net framework for DTP 1.6,RITM / INC Release Sprint 10,,,,,1,Closed
PP-5547,857863,Application log need to be consumed by splunk,RITM / INC Release Sprint 10,,,,,2,Closed
PP-6392,881377,PP-6156 - To pass non cache header to F5 - All portals,RITM / INC Release Sprint 10,,,,,2,Closed
PP-6480,884198,x.split is not a function error showing while submitting contact form,RITM / INC Release Sprint 10,,,,,,Closed
PP-6002,870205,Need system to be able to send out 'newsletters' to HCP's and/or QCC's,GPSS Sprint 8,,,,,3,Closed
PP-5922,866215,Attribution ID System (implement into DTP 1.6),GPSS Sprint 7,,,,,5,Closed
PP-5241,851145,User account activation reminder currently sent to central IQVIA study team email to be sent to address associated to site,,,,,,,Closed
PP-6156,876662,POC - To pass non cache header to F5 ,RITM / INC Release Sprint 9,,,,,2,Closed
PP-6294,878876,Sitecore GEOIP - add logs and handle exception if this service throws an error,RITM / INC Release Sprint 9,,,,,2,Closed
PP-6391,881376,PP-6008 - After publishing configuration section application pool needs recycled - DTP 1.5,RITM / INC Release Sprint 9,,,,,,Closed
PP-6390,881375,PP-6008 - After publishing configuration section application pool needs recycled - Otsuka,RITM / INC Release Sprint 9,,,,,,Closed
PP-5584,858764,CLONE - CHANGE REQUEST 009 - to use SendGrid for email communication,GPSS Sprint 7,,,,,8,Testing In Progress
PP-5733,862669,Amend processing of IBM eDC data feed and patient status relative to quarterly reminders,GPSS Sprint 7,,,,,3,Closed
PP-4924,829462,Create Instance of Roche Registry on SVT for AbbVie,GPSS Sprint 7,,,,,,Closed
PP-6296,879202,Roche 1.1 - PROD ISSUE - HCP and Patients emails are not getting triggered.  ,GPSS Sprint 7,,,,,,Closed
PP-6092,873737,Sprint 6 Defect Fixes n Testing,GPSS Sprint 7,,,,,,Closed
PP-5703,861919,Regression testing for Roche1.1,GPSS Sprint 7,,,,,5,Closed
PP-5141,846310,Hyperwallet reporting,GPSS Sprint 7,,,,,3,Closed
PP-6158,876664,Segmentation Issue with TherapeuticAreaCondition,RITM / INC Release Sprint 8,,,,,3,Closed
PP-6267,877570,DTPs & AZ - SSL & Security Setting enhancements - Needed for Jassen Covid Study - Analysis,RITM / INC Release Sprint 8,,,,,,Closed
PP-6160,876666,Unicorn Set up,RITM / INC Release Sprint 8,,,,,2,Closed
PP-6147,876505,REAL Review comments update,RITM / INC Release Sprint 8,,,,,1,Closed
PP-6048,872371,CI-CD Analysis,RITM / INC Release Sprint 8,,,,,3,Closed
PP-6219,877122,Issues with Site Core - Duplicate Articles again,RITM / INC Release Sprint 8,,,,,,Closed
PP-6159,876665,Segmentation Issue with RegEx Condition,RITM / INC Release Sprint 8,,,,,3,Rejected
PP-6154,876660,DTP 1.1 - Code change related to Separate Session DB (PP-5573 related),RITM / INC Release Sprint 8,,,,,,Closed
PP-5600,859123,Merge and configure - CR.Com,EPAM Work,,,,,1,Closed
PP-5599,859122,Merge and configure - DTP 1.5,EPAM Work,,,,,3,Closed
PP-5598,859120,Merge and configure - DTP 1.4.2,EPAM Work,,,,,2,Closed
PP-5597,859119,Merge and configure - ePR 1.1,EPAM Work,,,,,1,Closed
PP-5596,859115,Merge and configure - AZMC,EPAM Work,,,,,1,Closed
PP-5990,869613,Release Documentation Story,GPSS Sprint 6,,,,,,Closed
PP-6134,876285,Parent Ticket for Business UAT,,,,,,,Closed
PP-5655,860112,"DATA MIGRATION ROCHE - Identifier of Milestones should be by ID, not by name",,,,,,,Rejected
PP-5913,865931,Incorporate DOB value from eDC data to patient record,GPSS Sprint 6,,,,,8,Development Complete
PP-3286,699420,CYPRESS - User is opted out of functional cookies until they opt in to accept them,,,,,,,Closed
PP-3285,699346,CYPRESS - Publicly accessibly pre-prod URL required,,,,,,,Closed
PP-3282,698918,CYPRESS - cookie opt in banner for functional cookies,,,,,,,Closed
PP-3281,698917,CYPRESS - addition of legal notice and cookie policy pages to ePR template,,,,,,,Closed
PP-6041,871790,CR.com - unexpected data returned in segmentation query,RITM / INC Release Sprint 7,,,,,3,Closed
PP-6008,870318,After publishing configuration section application pool needs recycled,RITM / INC Release Sprint 7,,,,,3,Closed
PP-6097,874253,PP-6064 - Indexing Issue on production - Code changes,RITM / INC Release Sprint 7,,,,,5,Closed
PP-6083,873393,DtP cookie query for sponsor (J&J),RITM / INC Release Sprint 7,,,,,2,Closed
PP-6091,873637,INC9762005 - SiteCore Publishing Issues continues,RITM / INC Release Sprint 7,,,,,,Closed
PP-631,535612,Validation,,,,,,,Closed
PP-630,535465,HECEXP16 for the Month of November,,,,,,,Rejected
PP-628,531390,HECEXP16 for the Month of November,,,,,,,Rejected
PP-627,531389,HECEXP16 for the Month of November,,,,,,,Rejected
PP-626,531388,HECEXP16 for the Month of November,,,,,,,Rejected
PP-625,531387,HECEXP16 for the Month of November,,,,,,,Rejected
PP-622,527057,CTMS API integration for site data on ePR platform,,,,,,,Closed
PP-619,526370,Zingistry Deployment to SVT Build issues,,,,,,,Rejected
PP-618,526228,HECEXP16 for the Month of October,,,,,,,Rejected
PP-617,526222,HECEXP16 for the Month of October,,,,,,,Rejected
PP-616,526206,HECEXP16 for the Month of October,,,,,,,Rejected
PP-615,526185,HECEXP16 for the Month of October,,,,,,,Rejected
PP-106,342429,Automated email response to replies to schedule generated retention emails,,,,,,,Closed
PP-105,342428,Region confirmation opt in,,,,,,,Closed
PP-96,340185,Add/edit email and/or SMS content,,,,,,,Closed
PP-95,340184,Create SMS correspondence schedule,,,,,,,Closed
PP-94,340183,Create email correspondence schedule,,,,,,,Closed
PP-93,340182,Unsubscribe from further SMS messages,,,,,,,Closed
PP-92,340181,Unsubscribe from further emails,,,,,,,Closed
PP-91,340180,Generation of scheduled SMS further to user registration,,,,,,,Closed
PP-90,340179,Generation of scheduled email further to user registration,,,,,,,Closed
PP-89,340178,Unsubscribe page,,,,,,,Closed
PP-88,340177,Thank you page/message,,,,,,,Closed
PP-87,340176,Registration,,,,,,,Closed
PP-85,340170,Page footer,,,,,,,Closed
PP-84,340167,Page Header,,,,,,,Closed
PP-83,340166,Email template should render successfully in principle mail clients,,,,,,,Closed
PP-82,340165,Website encryption,,,,,,,Closed
PP-81,340164,Mobile compatibility,,,,,,,Closed
PP-80,340163,Browser compatibility,,,,,,,Closed
PP-79,340162,GA tagging,,,,,,,Closed
PP-46,325404,Create service to receive patient referral data for PHI database,,,,,,,Rejected
PP-45,325403,Create service to receive patient referral data in the PII database,,,,,,,Rejected
PP-48,329583,Enable audit trail for Sitecore,,,,,,,Rejected
PP-42,325398,Create a PHI Database,,,,,,,Rejected
PP-44,325401,Integrate the MDM service for master Site Data,,,,,,,Rejected
PP-43,325399,Replace Survey Gizmo: Integrate QP with Patient Portals for Patient Surveys,,,,,,,Rejected
PP-41,325397,Web-service: Patient Data,,,,,,,Rejected
PP-4817,807661,"During 3-step-login process,  browser back button allows entry into the system",GPSS Sprint 5,,,,,3,Closed
PP-5701,861917,Technical Story - Data migration for PP-4826,GPSS Sprint 5,,,,,3,Closed
PP-6004,870276,Flexibility in Reminder sending (1-day & 7-day),GPSS Sprint 6,,,,,,Closed
PP-6003,870209,Number of records to show on a page to be configurable in Sitecore,GPSS Sprint 6,,,,,,Closed
PP-4170,738750,Google Capture - Verification is difficult to use,GPSS Sprint 5,,,,,3,Closed
PP-134,358112,Patch to fix cookies issue ,,,,,,,Rejected
PP-133,358111,Patch to fix cookies issue  ,,,,,,,Rejected
PP-3435,707958,GSK ContRAst - SSL Certification,,,,,,,Closed
PP-3120,681473,*OUT OF SCOPE* Health Conditions - Comments page,,,,,,,Rejected
PP-3337,702805,Mediguard user records are transferred to CR.com user table,,,,,,,Closed
PP-3807,726045,fields to be moved from mediguard to cr.com,,,,,,,Closed
PP-3121,681474,*OUT OF SCOPE* Safety Alerts & Recalls page,,,,,,,Rejected
PP-6001,870200,Implement Google Capture on Account Management page,,,,,,,Development Complete
PP-6063,873054,CR.com - Article and Campaign issue,RITM / INC Release Sprint 7,,,,,3,Closed
PP-6080,873346,URL redirects from Thank you pages    (implement into all existing live DTP's and DTP 1.1 platform),,,,,,,Open
PP-5684,860711,AZMCL Issues,EPAM Work,,,,,,Closed
PP-5987,869541,Defect Fixes and Testing,GPSS Sprint 6,,,,,,Closed
PP-6064,873055,Analysis - Indexing Issue on production,RITM / INC Release Sprint 6,,,,,,Development Complete
PP-4827,808871,Should be able to add Milestones without IT intervention,GPSS Sprint 6,,,,,8,Closed
PP-6007,870305,UTM Issue: DTP 1.1,RITM / INC Release Sprint 6,,,,,2,Closed
PP-6005,870301,Sitecore critical vulnerability,RITM / INC Release Sprint 6,,,,,1,Closed
PP-5983,869465,C19 Trial Live Portal: SVT effort ,GPSS Sprint 6,,,,,,Closed
PP-6006,870303,Utm Issue : CVD Study 2 site,RITM / INC Release Sprint 6,,,,,,Rejected
PP-5845,864855,EPAM - Slowness due to continously running jobs,RITM / INC Release Sprint 4,RITM / INC Release Sprint 5,,,,3,Closed
PP-5819,863710,CR.com issue,RITM / INC Release Sprint 4,RITM / INC Release Sprint 5,,,,2,Closed
PP-5340,853086,Log Error,RITM / INC Release Sprint 5,,,,,8,Closed
PP-5743,862848,EPAM - Documentation work,RITM / INC Release Sprint 3,RITM / INC Release Sprint 5,,,,2,Closed
PP-5982,869463,INC9727993 - Sites are not displayed on Covid 19,RITM / INC Release Sprint 5,,,,,2,Closed
PP-4846,810872,RegEx validation for ZIP Code to be handled by Google MAP API,,,,,,,Rejected
PP-6017,870338,Error Log: System.Configuration.Provider.ProviderException,,,,,,,Open
PP-6016,870336,Error Log: System.ComponentModel.Win32Exception,,,,,,,Open
PP-6015,870332,Error Log: System.Web.HttpCompileException,,,,,,,Open
PP-6014,870329,Could not resolve type name,,,,,,,Open
PP-6013,870327,Error Log: MediaRequestProtection,,,,,,,Open
PP-6012,870323,Error Log: Data template '{FE00B0A6-D847-4964-B837-B08D63E92608}' not found,,,,,,,Open
PP-6011,870321,There is no appropriate index for /sitecore/social/Messages,,,,,,,Open
PP-6010,870320,Error Log : System.Exception,,,,,,,Open
PP-6009,870319,Error Log: Sitecore.Modules.EmailCampaign.Exceptions.MessageEventPipelineException,,,,,,,Open
PP-5928,866396,CR.com homepage re-work,GPSS Sprint 6,,,,,3,Closed
PP-5818,863495, For AZMCL - Referral API deployment from 1.5 to 1.1,GPSS Sprint 5,,,,,,Closed
PP-5817,863493,AZMCL - Temporary password issue-SVT,GPSS Sprint 5,,,,,,Closed
PP-5713,862117,MS multiscreener configuration issue,GPSS Sprint 5,,,,,3,Closed
PP-5698,861914,Technical Story - Database change for PP-4826,GPSS Sprint 5,,,,,2,Closed
PP-5693,861345,CR.com investigation of code re-usability and capture technical design,GPSS Sprint 5,,,,,2,Closed
PP-4826,808865,"Identifier of Milestones should be by ID, not by name",GPSS Sprint 5,,,,,,Rejected
PP-5740,862833,EPM-REM - Global - Setup and configure CI/CD for releases.,,,,,,,Open
PP-4804,807163,HCP Mobile Number to be Optional  (mandatory if comms via SMS is checked),GPSS Sprint 5,,,,,3,Closed
PP-5700,861916,Technical Story - Sitecore changes concerning MilestoneKey,GPSS Sprint 5,,,,,3,Closed
PP-5847,864859,EPAM - Looks like index switching is not working properly,RITM / INC Release Sprint 4,,,,,,Rejected
PP-5846,864858,EPAM - Email Campaign Manager not showing proper reports with status.,RITM / INC Release Sprint 4,,,,,,Rejected
PP-4833,810342,"Time Zone dropdown, ordering of dropdown contents",GPSS Sprint 5,,,,,3,Closed
PP-5852,864946,EPAM - LIst manager is not showing all segmentation list,,,,,,,Development Complete
PP-5699,861915,Technical Story - Implement Google Capture on Login Form,GPSS Sprint 5,,,,,5,Closed
PP-4824,807678,Emails are being sent showing the wrong domain,GPSS Sprint 5,,,,,5,Closed
PP-4818,807665,Negative Outcome schedule item appearing in patients Milestone Schedule,GPSS Sprint 5,,,,,8,Closed
PP-5268,851761,Contact Info Page getting refreshed during the redirection after screener completion,RITM / INC Release Sprint 4,,,,,2,Closed
PP-5890,865762,Roche CCA,RITM / INC Release Sprint 4,,,,,,Closed
PP-5694,861407,"DTP UAT, Need new class for Study Location background colour",,,,,,,Closed
PP-5844,864853,Merck EVOLUTION ePR screener workflow issue,RITM / INC Release Sprint 4,,,,,,Rejected
PP-5727,862570,EPAM - Production issue,RITM / INC Release Sprint 4,,,,,3,Rejected
PP-5804,863114,Add robot.txt for single domain application,RITM / INC Release Sprint 3,,,,,2,Deferred
PP-5834,864107,DTP 1.5 PRE-PROD release - Deployment issue,RITM / INC Release Sprint 3,,,,,2,Closed
PP-5242,851168,Contact Info Page getting refreshed during the redirection after screener completion,RITM / INC Release Sprint 3,,,,,5,Closed
PP-5265,851745,Display alerts are not working when the page gets refreshed,RITM / INC Release Sprint 3,,,,,3,Closed
PP-4511,771165,Additional subject report for AZ MCL,,,,,,,Closed
PP-5742,862838,Map pins popup - Default text should be formatted same as d-livrstudy.com site,RITM / INC Release Sprint 3,,,,,,Closed
PP-4056,733976,AZ MCL page public accessibility control for specified pages,,,,,,,Closed
PP-5805,863115,Add robot.txt for multidomain application,,,,,,,Open
PP-5744,862852,EPM-REM - Global - Add a CDN for static asset delivery ,,,,,,,Open
PP-5747,862856,EPM-REM - Global - : Review and configure distinct roles for Sitecore,,,,,,,Open
PP-5745,862853,EPM-REM - Global - Consolidation of Scheduled Tasks and offload to non-business hours,,,,,,,Open
PP-5746,862854,EPM-REM - Global - Separate processing/aggregation from the Content Management role,,,,,,,Open
PP-5364,853650,"NEED TO REVERT CODE - ""Hover text to be shown while hovering on the pins""",RITM / INC Release Sprint 2,,,,,,Closed
PP-5290,851832,APPLY FIX - Hover text to be shown while hovering on the pins,RITM / INC Release Sprint 2,,,,,,Closed
PP-5287,851829,APPLY FIX - Remove map pins except  for the Sites within the left hand panel,RITM / INC Release Sprint 2,,,,,,Closed
PP-5741,862837,EPM-REM - Performance Bottleneck: HealthDayService,,,,,,,Open
PP-5283,851793,APPLY FIX - code fix for UI Issue on Contact Form for icons,RITM / INC Release Sprint 2,,,,,,Closed
PP-5341,853089,Missing Response Text in PII database on production ,RITM / INC Release Sprint 2,,,,,,Closed
PP-5410,855506,PS TEAM TO APPLY FIX - CDN Cache settings needed for COVID-19,RITM / INC Release Sprint 2,,,,,,Closed
PP-5408,855504,APPLY FIX - Include UTM parameters on views ( .cshtml pages ),RITM / INC Release Sprint 2,,,,,,Closed
PP-5280,851786,APPLY FIX - Unable to register a patient if the Email ID has already been used in other projects,RITM / INC Release Sprint 2,,,,,,Closed
PP-5277,851782,APPLY FIX - Incorrect object reference (angular-route.min.js.map),RITM / INC Release Sprint 2,,,,,,Closed
PP-5267,851760,APPLY FIX - Contact Info Page getting refreshed during the redirection after screener & None of the Site Convenient' link completion,RITM / INC Release Sprint 2,,,,,,Closed
PP-5216,850697,GTM integration amendments,RITM / INC Release Sprint 2,,,,,,Closed
PP-5398,855487,COVID US - Updated screener to be configured and tested,RITM / INC Release Sprint 2,,,,,,Closed
PP-5213,850683,Language,RITM / INC Release Sprint 2,,,,,,Closed
PP-5212,850664,Create AU Instance,RITM / INC Release Sprint 2,,,,,,Closed
PP-5266,851747,APPLY FIX - Display alerts are not working when the page gets refreshed,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5214,850693,Cookie Banner fix to be applied,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5306,852402,Hover text to be shown while hovering on the pins,,,,,,,Closed
PP-5456,856000,MAP & Site Selection Clarification,GPSS Sprint 4,,,,,,Closed
PP-5604,859128,Merge and configure - MerckIGAN_MI,EPAM Work,,,,,1,Rejected
PP-104,341378,Instance management and configuration,,,,,,,Rejected
PP-103,341373,Submission confirmation message,,,,,,,Rejected
PP-102,341358,Study consent and additional screening questions,,,,,,,Rejected
PP-101,341347,Study specific view and information,,,,,,,Rejected
PP-100,341341,Unsubscribe page,,,,,,,Rejected
PP-99,341337,Confirmation of submission email,,,,,,,Rejected
PP-74,339384,Matching against captured screener data,,,,,,,Rejected
PP-63,335232,Cookies content,,,,,,,Rejected
PP-62,335231,Terms and conditions content,,,,,,,Rejected
PP-61,335230,Pass pertinent patient data to existing referral API,,,,,,,Rejected
PP-60,335229,Communication with nominated users from database,,,,,,,Rejected
PP-59,335228,Post-screener registration page submission confirmation,,,,,,,Rejected
PP-58,335225,Post-screener registration page,,,,,,,Rejected
PP-57,335222,Screener page,,,,,,,Rejected
PP-56,335219,Home page,,,,,,,Rejected
PP-55,335218,Page footer,,,,,,,Rejected
PP-54,335217,Page header,,,,,,,Rejected
PP-53,335216,Website encryption,,,,,,,Rejected
PP-52,335214,Device compabtility,,,,,,,Rejected
PP-51,335212,Browser compatibility,,,,,,,Rejected
PP-50,335211,Analytics and tracking,,,,,,,Rejected
PP-1064,582268,Site user dashboard page (FR-203),,,,,,,Closed
PP-1055,582073,Iqvia clinical team user  creation of resource folders and upload of assets (FR-107),,,,,,,Rejected
PP-1058,582152,Invitation emails for site users (FR-110),,,,,,,Rejected
PP-1059,582153,Site users follow CTA from invitation email (FR-201),,,,,,,Rejected
PP-1231,592677,My details page (FR-004),,,,,,,Rejected
PP-1232,592680,Content pages for IQVIA/study site application elements (FR-005),,,,,,,Rejected
PP-1234,592765,Site user - View/edit patient information (FR-204),,,,,,,Rejected
PP-1235,592769,Site user - Import patient information (FR-205),,,,,,,Rejected
PP-1236,592772,Site user - view/download resources from Trial Intent site (FR-206),,,,,,,Rejected
PP-1238,592789,Site user - view patients (FR-208),,,,,,,Rejected
PP-1239,592792,Generation of invite email to potential study participants/patients (FR-209),,,,,,,Closed
PP-1243,592816,System user roles (FR-401),,,,,,,Rejected
PP-1244,592818,Study Site data table fields (FR-402),,,,,,,Rejected
PP-1245,592832,Study Site user data table fields (FR-403),,,,,,,Rejected
PP-1246,592838,Site patient data table fields (FR-404),,,,,,,Rejected
PP-1247,592840,Condition Values (FR-405),,,,,,,Rejected
PP-1248,592844,Email templates (FR-406),,,,,,,Rejected
PP-1250,592879,Content management (FR-408),,,,,,,Rejected
PP-1263,593544,Contact Us form,,,,,,,Rejected
PP-5288,851830,Hover text to be shown while hovering on the pins,GPSS Sprint 4,,,,,,Closed
PP-5549,858051,Service Layer - Merge AZ 2.1 changes with DTP 1.5 changes - Technical Story,GPSS Sprint 4,,,,,,Closed
PP-5548,858050,Referral API - Merge AZ 2.1 changes with DTP 1.5 changes - Technical Story,GPSS Sprint 4,,,,,,Closed
PP-5607,859132,Solar server configuration,EPAM Work,,,,,2,Development In Progress
PP-5259,851374,"Decide approach, schedule and finalize plan for branching.",GPSS Sprint 3,GPSS Sprint 4,,,,1,Development In Progress
PP-5678,860578,CR - 'Ambulance' study sites - Site choices dependent upon Screener answers,RITM / INC Release Sprint 2,,,,,,Rejected
PP-3335,702761,A report can be generated indicating which users have completed a specific survey,,,,,,,Closed
PP-5217,850698,Referrals to be passed to Referral Hub,RITM / INC Release Sprint 2,,,,,,Closed
PP-5606,859131,Merge and configure - Trial Intent,EPAM Work,,,,,2,Rejected
PP-5605,859129,Merge and configure - MesoBlast-MI,EPAM Work,,,,,1,Rejected
PP-3717,716720,Survey - invitation link is dynamically populated,,,,,,4,Closed
PP-3668,715581,Survey - query creation - filter by patient demographic information,2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,5,Closed
PP-3667,715577,Survey - query creation - filter by patient condition,2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,3,Closed
PP-3336,702768,Survey - A report can be generated showing users invited to a specific survey and whether they completed it,,,,,,,Closed
PP-3356,704002,Survey - I can see scheduled invitations and historical invitations,,,,,,,Closed
PP-3334,702755,Questionnaire results should be held in a separate environment to user information,,,,,,,Closed
PP-3686,716160,Survey - multiple surveys need to be supported concurrently.,,,,,,,Closed
PP-3355,704000,Survey - I can edit the invitation text and send now or at a future date/time,,,,,,,Closed
PP-3332,702751,Survey - Questionnaires can be sent to users via the application,,,,,,6,Closed
PP-3684,716011,Survey - extracts created,,,,,,,Closed
PP-3331,702749,Associate a database query extract to a survey and manage survey,,,,,,5,Closed
PP-3682,716009,Survey - excluding specific patient IDs from a query generated list ,,,,,,,Closed
PP-3683,716010,Survey - on submission of a query,,,,,,3,Closed
PP-3681,715948,Survey - query creation - filter by other values,2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,,Closed
PP-3352,703796,Survey - access to questionnaire management options,,,,,,,Closed
PP-3680,715946,Survey - query creation - filter by patient location (zip code/radius),2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,8,Closed
PP-4897,825927,Guardian-Minor study – Email Address field validation + Duplicate records,GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-4891,820924,Guardian-Minor study – Switch/Setting needed to signify a Guardian-Minor study,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-5275,851780,Incorrect object reference (angular-route.min.js.map),GPSS Sprint 4,,,,,,Closed
PP-5391,854899,As done for COVID US - GTM integration is not aligned with Google instructions,GPSS Sprint 4,,,,,,Closed
PP-4896,825926,DOB field validation (min age & max age),GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-4999,837455,Multi-Trial Virtual & Trad studies - screener /site logic,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-4923,828614,Condition Of Interest values to be re-mapped,GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-5383,854650,As done for COVID US - Merge new field names & show on Site Details page,GPSS Sprint 4,,,,,,Closed
PP-5384,854657,As done for COVID US - Include UTM parameters on views ( .cshtml pages ),GPSS Sprint 4,,,,,,Closed
PP-5281,851791,code fix for UI Issue on Contact Form for icons,GPSS Sprint 4,,,,,,Closed
PP-5285,851827,Remove map pins except  for the Sites within the left hand panel,GPSS Sprint 4,,,,,,Closed
PP-5386,854671,As done for COVID US - Cookie Disclaimer banner,GPSS Sprint 4,,,,,,Closed
PP-5278,851784,Unable to register a patient if the Email ID has already been used in other projects,GPSS Sprint 4,,,,,,Closed
PP-5272,851777,The [AccountNumber] tag is not populating in the email address,GPSS Sprint 4,,,,,,Closed
PP-5269,851764,To send registration confirmation mail to even returning users from the same portal,GPSS Sprint 4,,,,,,Closed
PP-5390,854860,Validation on 'State' and 'Zipcode' fields,GPSS Sprint 4,,,,,,Closed
PP-4902,825970,Guardian-Minor study – Change to user flow,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-5500,856596,Need to send YEAR OF BIRTH to Referral Hub,GPSS Sprint 4,,,,,,Closed
PP-5430,855938,Contact Info - privacy consent checkbox Toggle on/off,GPSS Sprint 4,,,,,,Closed
PP-5311,852421,Custom error message for when a user attempts to re-register for a Pediatric Study,GPSS Sprint 4,,,,,,Closed
PP-4901,825969,Guardian-Minor study – Change to registration/contact form,GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-5071,843309,PRDB,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-4899,825929,Guardian-Minor study – Changes needed to the RH Data Send API,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-5601,859125,Merge and configure - Roche reg,EPAM Work,,,,,2,Development In Progress
PP-5392,855128,As done for COVID US - Send Registration Confirmation email on Contact Form submission,GPSS Sprint 4,,,,,,Closed
PP-4898,825928,Guardian-Minor study – Additional DNQ page needed,GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-5385,854665,As done for COVID US - “None of the site convenient” link,GPSS Sprint 4,,,,,,Closed
PP-5007,838730,DTP Zipcode & State Validation,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-4890,820918,Guardian-Minor study – New Guardian Table in SQL DB and Mongo DB changes,GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-5143,846316,Need a custom error to be shown when a user resubmits the same details within x hrs,,,,,,,Rejected
PP-5632,859244,DTP 1.5 & EPAM- SVT documentation,GPSS Sprint 4,,,,,,Open
PP-5608,859133,Solar CM configuration,EPAM Work,,,,,2,Open
PP-3341,702836,Registration - returning user logs into cr.com,2019Mar Sprint - 1,2019 Apr CR.com Sprint1,2019 Apr CR.com Sprint2,2019 Apr CR.com Sprint3,,3,Closed
PP-1992,647906,FR-002 User status is updated from eDC,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-3505,710392,CHANGE REQUEST 009 - to use SendGrid for email communication,GPSS Sprint 1,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,Closed
PP-4496,765135,Language swap backlog issues,,,,,,,Closed
PP-5301,852396,The [AccountNumber] tag is not populating in the email,,,,,,,Closed
PP-5394,855237,Contact Info - privacy consent checkbox Toggle on/off,,,,,,,Closed
PP-5393,855196,Contact form to include all the existing fields & validation,,,,,,,Closed
PP-5035,839792,Approach to handling new sites and visualization opt in status,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-4388,756570,SMS sending/management service and reporting,GPSS Sprint 2,GPSS Sprint 3,GPSS Sprint 4,,,,Closed
PP-5274,851779,CONFIG - The [AccountNumber] tag is not populating in the email address,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5215,850695,Ability to redirect user to a DNQ-Minor page after asking few questions,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5271,851771,CONFIG - To send registration confirmation mail to returning users for the same portal,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5051,842820,change temporary password functionality,,,,,,,Closed
PP-5326,852773,AZ MCL 2.1 UAT parent ticket,,,,,,,Rejected
PP-5345,853146,Roche production issue investigation,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5518,857103,Request for additional servers,,,,,,,Open
PP-2283,652578,FR-206 - Reminder SMS message configuration,SPN - AZ MCL Sprint 3,SPN - AZ MCL Sprint 4,,,,,Closed
PP-2291,652605,FR-401 - Patient viewing own submitted questionnaires ,GPSS Sprint 1,,,,,,Closed
PP-5175,848670,Registration Email,,,,,,,Development In Progress
PP-5036,840563,dashboard questionnaire progress bg colour needs to stretch for height of display area,,,,,,,Closed
PP-5034,839790,My data page refreshes on window resize,,,,,,,Closed
PP-5415,855696,EPM-REM - SVT environment setup and Deployment,,,,,,,Open
PP-5203,850048,CDN Cache settings needed for COVID-19,,,,,,,Closed
PP-5172,848558,Include UTM parameters on views ( .cshtml pages ),Production Tickets SP 1,,,,,,Closed
PP-5302,852397,Incorrect object reference (angular-route.min.js.map),,,,,,,Closed
PP-5304,852400,Code fix for UI Issue on Contact Form for icons,,,,,,,Closed
PP-5312,852422,Custom error message for when a user attempts to re-register for a Pediatric Study,,,,,,,Rejected
PP-5310,852419,APPLY FIX - Custom error message for when a user attempts to re-register for a Pediatric Study,RITM / INC Release Sprint 2,,,,,,Rejected
PP-5309,852418,Custom error message for when a user attempts to re-register for a Pediatric Study,,,,,,,Rejected
PP-5303,852399,Unable to register a patient if the Email ID has already been used in other projects,,,,,,,Closed
PP-5305,852401,Remove map pins except  for the Sites within the left hand panel,,,,,,,Closed
PP-5300,852394,To send registration confirmation mail to returning users for the same portal,,,,,,,Closed
PP-5308,852407,The “From name” should be COVID-19 Clinical Research Studies ,,,,,,,Closed
PP-5307,852406,The “From Email Address” should be covid19studies@clinicalresearch.com,,,,,,,Closed
PP-5279,851785,Unable to register a patient if the Email ID has already been used in other projects,,,,,,,Open
